ID,gameName,score,releaseDate,developer,publisher
app_229890,Joe Danger,NA, 24 Jun 2013,Hello Games,Hello Games
app_229970,Armada 2526 Gold Edition,66, 28 Feb 2013,Ntronium Games,Ntronium Games
app_2300,DOOM II,83, 5 May 1994,id Software,id Software
app_230050,DLC Quest,NA, 18 Mar 2013,Going Loud Studios,Going Loud Studios
app_230090,Borderlands 2 - Psycho Pack,NA, 14 May 2013,Gearbox SoftwareAspyr (Mac),Gearbox SoftwareAspyr (Mac)
app_230150,Incredipede,74, 18 Mar 2013,Colin Northway with art by Thomas Shahan,Colin Northway with art by Thomas Shahan
app_230190,War for the Overworld,NA, 15 May 2013,Subterranean Games,Subterranean Games
app_230230,Divinity: Original Sin,87, 30 Jun 2014,Larian Studios,Larian Studios
app_230310,Akaneiro: Demon Hunters,53, 13 Jun 2013,Spicy Horse,Spicy Horse
app_230650,Lords of Football,52, 5 Apr 2013,Geniaware Srl,Geniaware Srl
app_230690,Lords of Football: Eastern Europe,NA, 1 Aug 2013,Geniaware Srl,Geniaware Srl
app_230691,Lords of Football: Super Training,NA, 8 Jul 2013,Geniaware Srl,Geniaware Srl
app_230692,Lords of Football: United States,NA, 11 Oct 2013,Geniaware Srl,Geniaware Srl
app_230700,La-Mulana,80, 15 Apr 2013,NIGORO,NIGORO
app_230760,DIVO,NA, 1 Feb 2013,Roman Syrovatka,Roman Syrovatka
app_230780,articy: draft SE,NA, 27 Feb 2013,ByteRockers' Articy GmbH & Co. KG,ByteRockers' Articy GmbH & Co. KG
app_230791,articy:draft SE - Upgrade to articy:draft 2 SE,NA, 7 Aug 2013,ByteRockers' Articy GmbH & Co. KG,ByteRockers' Articy GmbH & Co. KG
app_230820,The Night of the Rabbit,75, 28 May 2013,Daedalic Entertainment,Daedalic Entertainment
app_230860,Cannon Brawl,NA, 19 Sep 2014,null,Daedalic Entertainment
app_230880,Awesomenauts - Coco McFly Skin,NA, 13 Mar 2013,Ronimo Games,Ronimo Games
app_230882,Awesomenauts - Kage Genji,NA, 28 Feb 2013,Ronimo Games,Ronimo Games
app_230883,Awesomenauts - Bionic Raelynn Skin,NA, 13 Mar 2013,Ronimo Games,Ronimo Games
app_230884,Awesomenauts - Genji the Grey,NA, 9 Apr 2013,Ronimo Games,Ronimo Games
app_230885,Awesomenauts - Demon Sklldir,NA, 9 Apr 2013,Ronimo Games,Ronimo Games
app_230887,Awesomenauts - Pirate Leon Skin,NA, 7 May 2013,Ronimo Games,Ronimo Games
app_230888,Awesomenauts - Ahrpl Skin,NA, 30 Oct 2013,Ronimo Games,Ronimo Games
app_230889,Awesomenauts - Cynical Vinnie & Total Spike,NA, 10 Apr 2014,Ronimo Games,Ronimo Games
app_230890,Awesomenauts - Gnabot,NA, 29 Jul 2013,Ronimo Games,Ronimo Games
app_230891,Awesomenauts - Shaolin Ayla,NA, 13 Jun 2013,Ronimo Games,Ronimo Games
app_230892,Awesomenauts - Teddy Ayla,NA, 13 Jun 2013,Ronimo Games,Ronimo Games
app_230900,Impire: Creatures of the Night,NA, 19 Mar 2013,Cyanide Montreal ,Cyanide Montreal 
app_230920,Impire: Black and White Demons,NA, 19 Mar 2013,Cyanide Montreal ,Cyanide Montreal 
app_230940,War of the Roses: Kingmaker,73, 2 Oct 2012,Fatshark,Fatshark
app_230980,Starseed Pilgrim,83, 16 Apr 2013,Droqen,Droqen
app_2310,QUAKE,94, 31 May 2007,id Software,id Software
app_231020,Storm,63, 27 Jun 2013,Eko Software,Eko Software
app_231040,Beatbuddy: Tale of the Guardians,75, 6 Aug 2013,Threaks,Threaks
app_231140,Cities XL Platinum,NA, 6 Feb 2013,Focus Home Interactive,Focus Home Interactive
app_231160,The Swapper,87, 30 May 2013,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano","Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano"
app_231180,Art Rage 4,NA, 12 Feb 2013,Ambient Design Ltd.,Ambient Design Ltd.
app_231200,Kentucky Route Zero,81, 22 Feb 2013,Cardboard Computer,Cardboard Computer
app_231310,MirrorMoon EP,73, 4 Sep 2013,Santa Ragione,Santa Ragione
app_231330,Deadfall Adventures,53, 15 Nov 2013,The Farm 51,The Farm 51
app_231430,Company of Heroes 2,80, 25 Jun 2013,Relic Entertainment,null
app_231453,COH 2 - German Skin: (H) Three Color Ambush Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231454,COH 2 - Soviet Skin: (M) Winter Whitewash Voronezh Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231455,CoH 2 - German Commander: Storm Doctrine,NA, 23 Jul 2013,Relic Entertainment,null
app_231456,CoH 2 - Soviet Commander: Armored Assault Tactics,NA,null,Relic Entertainment,null
app_231457,COH 2 - German Skin: (L) Late War Factory Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231458,COH 2 - German Skin: (M) Late War Factory Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231459,COH 2 - German Commander: Fortified Armor Doctrine,NA, 27 Aug 2013,Relic Entertainment,null
app_231460,CoH 2 - Soviet Commander: Conscript Support Tactics,NA,null,Relic Entertainment,null
app_231461,COH 2 - Soviet Commander: Mechanized Support Tactics,NA,null,Relic Entertainment,null
app_231462,CoH 2 - Soviet Commander: Anti-Infantry Tactics,NA, 24 Jun 2013,Relic Entertainment,null
app_231463,CoH 2 - Soviet Commander: Terror Tactics,NA, 23 Jul 2013,Relic Entertainment,null
app_231464,CoH 2 - German Commander: Joint Operations Doctrine,NA, 24 Jun 2013,Relic Entertainment,null
app_231465,CoH 2 - German Commander: Lightning War Doctrine,NA, 13 Aug 2013,Relic Entertainment,null
app_231466,CoH 2 - German Commander: Spearhead Doctrine,NA, 24 Jun 2013,Relic Entertainment,null
app_231467,COH 2 - Soviet Skin: (L) Three Color Leningrad Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231468,COH 2 - Soviet Skin: (M) Three Color Leningrad Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231469,COH 2 - Soviet Skin: (H) Three Color Leningrad Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231470,COH 2 - Soviet Skin: (H) Winter Cobblestone West Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231471,COH 2 - Soviet Skin: (H) Two Tone Bryansk Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231472,COH 2 - Soviet Skin: (M) Three Color Northwestern Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231473,COH 2 - Soviet Skin: (M) Four Color Belorussian Front,NA,null,Relic Entertainment,null
app_231474,COH 2 - German Skin: (H) Late War Factory Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231475,COH 2 - German Skin: (H) Field Applied Whitewash Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231476,COH 2 - German Skin: (H) Three Color Disruptive Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231477,COH 2 - German Skin: (L) Four Color Disruptive Pattern,NA, 6 Aug 2013,Relic Entertainment,null
app_231478,COH 2 - German Skin: (H) Winter Ambush Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231479,Company of Heroes 2 - Case Blue Mission Pack,NA, 24 Sep 2013,Relic Entertainment,null
app_231480,Company of Heroes 2 - Victory at Stalingrad Mission Pack,NA, 12 Nov 2013,Relic Entertainment,null
app_231481,COH 2 - Soviet Skin: (L) Four Color Belorussian Front,NA,null,Relic Entertainment,null
app_231482,COH 2 - Soviet Skin: (H) Four Color Belorussian Front,NA, 27 Aug 2013,Relic Entertainment,Relic Entertainment
app_231483,COH 2 - German Skin: (L) Three Color Ambush Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231484,COH 2 - German Skin: (M) Four Color Disruptive Pattern,NA, 6 Aug 2013,Relic Entertainment,null
app_231485,COH 2 - German Skin: (H) Four Color Disruptive Pattern,NA, 6 Aug 2013,Relic Entertainment,null
app_231486,COH 2 - German Skin: (L) Winter Ambush Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231487,COH 2 - German Skin: (M) Winter Ambush Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231488,COH 2 - Soviet Skin: (L) Winter Whitewash Voronezh Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231489,COH 2 - Soviet Skin: (H) Winter Whitewash Voronezh Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231490,COH 2 - Soviet Skin: (L) Three Color Northwestern Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231491,COH 2 - Soviet Skin: (H) Three Color Northwestern Front,NA, 24 Jun 2013,Relic Entertainment,null
app_231492,COH 2 - German Skin: (M) Three Color Ambush Pattern,NA, 24 Jun 2013,Relic Entertainment,null
app_231504,COH 2 - Faceplate: Studded,NA, 21 Aug 2013,Relic Entertainment,null
app_231505,COH 2 - Faceplate: Twisted Gold,NA, 21 Aug 2013,Relic Entertainment,null
app_231506,COH 2 - Faceplate: Chainlink,NA, 21 Aug 2013,Relic Entertainment,null
app_231507,COH 2 - Faceplate: Engraved,NA, 21 Aug 2013,Relic Entertainment,null
app_231720,Bad Hotel,NA, 16 Oct 2013,Lucky Frame,Lucky Frame
app_231740,Knights of Pen and Paper +1 Edition,NA, 18 Jun 2013,Behold Studios,Behold Studios
app_231910,Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,NA, 27 Jun 2013,nFusion Interactive,nFusion Interactive
app_2320,QUAKE II,NA, 11 Nov 1997,id Software,id Software
app_23200,I-Fluid,69, 22 Jul 2008,Exkee,Exkee
app_232010,Euro Truck Simulator,NA, 6 Aug 2008,SCS Software,SCS Software
app_232050,Eador: Masters of the Broken World,74, 19 Apr 2013,Snowbird Games,Snowbird Games
app_232430,Gone Home,86, 15 Aug 2013,The Fullbright Company,The Fullbright Company
app_232550,RE6 / BH6: Predator Mode,NA, 11 Apr 2013,Capcom,Capcom
app_232570,RE6 / BH6: Siege Mode,NA, 25 Apr 2013,Capcom,Capcom
app_232590,RE6 / BH6: Survivors Mode,NA, 11 Apr 2013,Capcom,Capcom
app_232634,Sniper Ghost Warrior 2: Siberian Strike,NA, 26 Mar 2013,City Interactive,City Interactive
app_232647,Sniper Ghost Warrior 2: World Hunter Pack,NA, 25 Jun 2013,City Interactive,City Interactive
app_232750,Mars: War Logs,59, 26 Apr 2013,Spiders,Spiders
app_232790,Broken Age,82, 28 Jan 2014,Double Fine Productions,Double Fine Productions
app_232810,Godus,NA, 13 Sep 2013,22cans,22cans
app_232830,GameMaker: Studio Ubuntu,NA, 15 Mar 2013,YoYo Games Ltd.,YoYo Games Ltd.
app_232890,Stronghold Crusader 2,NA, 22 Sep 2014,FireFly Studios,FireFly Studios
app_232910,TrackMania2 Stadium,NA, 27 Feb 2013,Nadeo,Nadeo
app_232950,Bridge Project,NA, 28 Mar 2013,Halycon Media GmbH & Co. KG,Halycon Media GmbH & Co. KG
app_232970,Thunder Wolves,69, 15 May 2013,Most Wanted Entertainment,Most Wanted Entertainment
app_2330,QUAKE II Mission Pack: The Reckoning,NA, 31 May 1998,Xatrix Entertainment,Xatrix Entertainment
app_23300,Yosumin!TM,NA, 26 May 2009,SQUARE ENIX,SQUARE ENIX
app_23310,The Last RemnantTM,66, 9 Apr 2009,SQUARE ENIX,SQUARE ENIX
app_233110,Defense Technica,63, 24 Oct 2013,Kuno Interactive,Kuno Interactive
app_233130,Shadow Warrior,73, 26 Sep 2013,Flying Wild Hog,Flying Wild Hog
app_233150,LUFTRAUSERS,80, 18 Mar 2014,Vlambeer,Vlambeer
app_233190,Final Exam,66, 5 Nov 2013,Mighty Rocket Studio,Mighty Rocket Studio
app_233210,Air Conflicts: Vietnam,43, 2 Oct 2013,Games Farm,Games Farm
app_233230,Kairo,76, 24 Apr 2013,Richard Perrin,Richard Perrin
app_233250,Planetary Annihilation,NA, 5 Sep 2014,Uber Entertainment,Uber Entertainment
app_233270,Far Cry 3 - Blood Dragon,81, 1 May 2013,Ubisoft Montreal,Ubisoft Montreal
app_233310,Avadon 2: The Corruption,82, 30 Oct 2013,Spiderweb Software,Spiderweb Software
app_233350,Sudeki,NA, 25 Mar 2005,Climax Studios,Climax Studios
app_233370,The Raven - Legacy of a Master Thief,74, 23 Jul 2013,KING Art,KING Art
app_233410,Tomb Raider - The Final Hours Digital Book,NA, 7 Mar 2013,Geoff Keighley,Geoff Keighley
app_233450,Prison Architect,NA,null,Introversion Software,Introversion Software
app_233470,Evoland,61, 4 Apr 2013,Shiro Games,Shiro Games
app_233550,Another World  20th Anniversary Edition,NA, 4 Apr 2013,Eric ChahiDotEmu,Eric ChahiDotEmu
app_233590,Fallen Enchantress: Legendary Heroes - Map Pack,NA, 20 Jun 2013,Stardock Entertainment,Stardock Entertainment
app_233591,Fallen Enchantress: Legendary Heroes - Quest Pack,NA, 27 Jun 2013,Stardock Entertainment,Stardock Entertainment
app_233592,Fallen Enchantress: Legendary Heroes - Loot Pack,NA, 4 Sep 2013,Stardock Entertainment,Stardock Entertainment
app_233680,Black Ink,NA, 6 Sep 2013,Bleank,Bleank
app_233700,Sword of the Stars: The Pit,68,null,Kerberos Productions Inc.,Kerberos Productions Inc.
app_233720,Surgeon Simulator 2013,71, 19 Apr 2013,Bossa Studios,Bossa Studios
app_233740,Organ Trail: Director's Cut,NA, 19 Mar 2013,The Men Who Wear Many Hats,The Men Who Wear Many Hats
app_23380,Gyromancer,71, 18 Nov 2009,"SQUARE ENIXPopCap Games, Inc.","SQUARE ENIXPopCap Games, Inc."
app_233840,Worms Clan Wars,73, 15 Aug 2013,Team17 Digital Ltd,Team17 Digital Ltd
app_233860,Kenshi,NA,null,Lo-Fi Games,Lo-Fi Games
app_233920,LOST PLANET 3 - Map Pack 1,NA, 1 Oct 2013,Spark Unlimited,Spark Unlimited
app_233940,LOST PLANET 3 - Map Pack 2,NA, 1 Oct 2013,Spark Unlimited,Spark Unlimited
app_233960,LOST PLANET 3 - Map Pack 3,NA, 1 Oct 2013,Spark Unlimited,Spark Unlimited
app_2340,QUAKE II Mission Pack: Ground Zero,NA, 1 Sep 1998,Rogue Entertainment,Rogue Entertainment
app_23400,Imperium Romanum Gold Edition,63, 30 Oct 2008,Haemimont Games,Haemimont Games
app_234000,Superfrog HD,56, 12 Sep 2013,Team17 Digital Ltd,Team17 Digital Ltd
app_234060,Timelines: Assault on America,NA, 24 Sep 2013,null,Team17 Digital Ltd
app_234080,Castlevania: Lords of Shadow  Ultimate Edition,NA, 27 Aug 2013,MercurySteam - Climax Studios,MercurySteam - Climax Studios
app_234160,Strike Suit Infinity,NA, 30 Apr 2013,Born Ready Games Ltd.,Born Ready Games Ltd.
app_234180,Strike Suit Zero - Raptor DLC,NA, 22 Mar 2013,Born Ready Games Ltd.,Born Ready Games Ltd.
app_234190,Receiver,NA, 29 Apr 2013,Wolfire Games,Wolfire Games
app_23420,Europa Universalis: Rome - Gold Edition ,79, 19 Nov 2008,Paradox Development Studio,Paradox Development Studio
app_234210,LOST PLANET 3 - Punisher Pack,NA, 2 Oct 2013,Spark Unlimited,Spark Unlimited
app_234230,LOST PLANET 3 - Assault Pack,NA, 2 Oct 2013,Spark Unlimited,Spark Unlimited
app_234250,LOST PLANET 3 - Freedom Fighter Pack,NA, 2 Oct 2013,Spark Unlimited,Spark Unlimited
app_234290,Zack Zero,NA, 29 Apr 2013,Crocodile Entertainment,Crocodile Entertainment
app_234350,Luxor 2 HD,NA, 13 May 2013,MumboJumbo,MumboJumbo
app_234370,Shattered Haven,59, 18 Mar 2013,"Arcen Games, LLC","Arcen Games, LLC"
app_234390,Teleglitch: Die More Edition,78, 24 Jul 2013,Test3 Projects,Test3 Projects
app_234490,Rush Bros.,NA, 24 May 2013,XYLA Entertainment,XYLA Entertainment
app_23450,Grand Ages: Rome,72, 5 Mar 2009,Haemimont Games,Haemimont Games
app_234510,Rising Storm Game of the Year Edition,82, 30 May 2013,Tripwire InteractiveAnti Matter Games,Tripwire InteractiveAnti Matter Games
app_234530,War of the Vikings,62, 15 Apr 2014,Fatshark,Fatshark
app_23455,Grand Ages: Rome - Reign of Augustus,NA, Jan 2010,Haemimont Games,Haemimont Games
app_234570,Against the Qlock,NA, 6 May 2013,Toxic Games,Toxic Games
app_23460,Ceville,73, 27 Feb 2009,Realmforge Studios,Realmforge Studios
app_234650,Shadowrun Returns,76, 25 Jul 2013,Harebrained Schemes,Harebrained Schemes
app_234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst,80, 24 Oct 2013,CyberConnect 2,CyberConnect 2
app_234710,Poker Night 2,75, 26 Apr 2013,Telltale Games,Telltale Games
app_234820,Driver Fusion Premium,NA, 12 Sep 2014,Treexy,Treexy
app_234860,Iron Sky Invasion: The Second Fleet,NA, 31 Oct 2013,Reality Pump,Reality Pump
app_234880,Iron Sky Invasion: Meteorblitzkrieg,NA, 31 Oct 2013,Reality Pump,Reality Pump
app_23490,Tropico 3 - Steam Special Edition,79, 13 Nov 2009,Haemimont Games,Haemimont Games
app_234900,Anodyne,75, 22 Mar 2013,Sean Hogan and Jonathan Kittaka,Sean Hogan and Jonathan Kittaka
app_234940,The 39 Steps,NA, 25 Apr 2013,The Story Mechanics,The Story Mechanics
app_234980,Legends of Dawn,29, 27 Jun 2013,Dreamatrix,Dreamatrix
app_23500,Puzzle Quest: Galactrix,72, 24 Feb 2009,Infinite Interactive,Infinite Interactive
app_235070,Bad Bots,49, 17 May 2013,Point Five Projects,Point Five Projects
app_23510,Texas Cheat'Em,NA, 10 Aug 2009,Wideload Games,Wideload Games
app_235130,Primal Carnage - Experimental Dinosaur Skin Pack 2 ,NA, 8 Apr 2013,Lukewarm Media,Lukewarm Media
app_235140,Primal Carnage - Dinobuster Skin,NA, 27 Aug 2013,Lukewarm Media,Lukewarm Media
app_235150,Primal Carnage - Dinosaur Skin Pack 3,NA, 20 May 2013,Lukewarm Media,Lukewarm Media
app_235210,STRIDERTM / ,78, 19 Feb 2014,Double Helix GamesCapcom,Double Helix GamesCapcom
app_235230,Worms Revolution - Customization Pack,NA, 18 Jun 2013,Team17 Digital Ltd.,Team17 Digital Ltd.
app_235250,Super Sanctum TD,NA, 9 May 2013,Coffee Stain Studios,Coffee Stain Studios
app_23530,Earth Defense Force: Insect Armageddon,69, 14 Dec 2011,"Vicious Cycle Software, Inc.","Vicious Cycle Software, Inc."
app_235320,Original War,NA, 15 Jun 2001,Altar Games,Altar Games
app_235360,Prime World: Defenders,58, 5 Jun 2013,Nival,Nival
app_23550,Earth Defense Force Battle Armor Weapon Chest,NA, 20 Dec 2011,"D3Publisher of America, Inc.","D3Publisher of America, Inc."
app_23551,Earth Defense Force Trooper Special Issue Enforcer Package,NA, 20 Dec 2011,"D3Publisher of America, Inc.","D3Publisher of America, Inc."
app_23552,Earth Defense Force Aerialist Munitions Package,NA, 20 Dec 2011,"D3Publisher of America, Inc.","D3Publisher of America, Inc."
app_23553,Earth Defense Force Tactician Advanced Tech Package,NA, 20 Dec 2011,"D3Publisher of America, Inc.","D3Publisher of America, Inc."
app_235580,Sid Meier's Civilization V: Brave New World,NA, 8 Jul 2013,"Firaxis GamesAspyr (Mac, Linux)","Firaxis GamesAspyr (Mac, Linux)"
app_235584,Sid Meier's Civilization V: Scrambled Continents Map Pack,NA, 15 Oct 2013,Firaxis GamesAspyr (Mac),Firaxis GamesAspyr (Mac)
app_235585,Sid Meier's Civilization V: Scrambled Nations Map Pack,NA, 5 Nov 2013,Firaxis GamesAspyr (Mac),Firaxis GamesAspyr (Mac)
app_235600,Tom Clancys Splinter Cell Blacklist,NA, 4 Sep 2013,Ubisoft Toronto,Ubisoft Toronto
app_235620,Small World 2,NA, 11 Dec 2013,Days of Wonder,Days of Wonder
app_235660,Eador: Genesis,NA, 7 Aug 2009,Alexey Bokulev / Snowbird Games,Alexey Bokulev / Snowbird Games
app_235760,Young Justice: Legacy,NA, 19 Nov 2013,Freedom Factory,Freedom Factory
app_235800,Audiosurf 2,NA, 2 Oct 2013,Dylan Fitterer,Dylan Fitterer
app_235820,Element4l,77, 24 May 2013,I-Illusions,I-Illusions
app_235900,RPG Maker XP,NA, 16 Sep 2005,Degica,Degica
app_235980,Tetrobot and Co.,NA, 22 Oct 2013,Swing Swing Submarine,Swing Swing Submarine
app_2360,HeXen: Beyond Heretic,NA, 1 Oct 1995,Raven Software,Raven Software
app_23600,Depths of Peril,79, 5 Sep 2007,Soldak Entertainment,Soldak Entertainment
app_236090,Dust: An Elysian Tail,NA, 24 May 2013,Humble Hearts LLC,Humble Hearts LLC
app_236130,Horizon,58, 6 Feb 2014,L3O Interactive,L3O Interactive
app_236150,Starpoint Gemini 2,NA, 17 Mar 2014,Little Green Men Games,Little Green Men Games
app_236370,Interstellar Marines,NA, 2 Jul 2013,Zero Point Software,Zero Point Software
app_236430,DARK SOULSTM II,91, 24 Apr 2014,"FromSoftware, Inc","FromSoftware, Inc"
app_236450,PAC-MANTM Championship Edition DX+,NA, 24 Sep 2013,"Mine Loader Software Co., Ltd.","Mine Loader Software Co., Ltd."
app_236470,PAC-MAN MUSEUMTM,NA, 26 Feb 2014,NAMCO BANDAI Studio Inc.,NAMCO BANDAI Studio Inc.
app_236490,Hexodius,47, 21 Jun 2013,Brain Slap Studio,Brain Slap Studio
app_236510,Takedown: Red Sabre,34, 10 Feb 2014,Serellan LLC,Serellan LLC
app_236530,Hot WheelsTM Worlds Best DriverTM,NA, 17 Sep 2013,Firebrand Games,Firebrand Games
app_236570,LOST PLANET 3 - Survival Pack,NA, 2 Oct 2013,Spark Unlimited,Spark Unlimited
app_236660,Highborn - Chapter 2,NA, 24 Apr 2013,Jet Set Games,Jet Set Games
app_236730,Anomaly 2,77, 15 May 2013,11 bit studios,11 bit studios
app_236790,Agricultural Simulator 2013 - Steam Edition,NA, 7 Jun 2013,Actalogic,Actalogic
app_236850,Europa Universalis IV,87, 13 Aug 2013,Paradox Development Studio,Paradox Development Studio
app_236890,PCMark 8,NA, 21 Oct 2013,Futuremark,Futuremark
app_236930,Blackwell Epiphany,NA, 24 Apr 2014,Wadjet Eye Games,Wadjet Eye Games
app_236970,Jack Keane 2 - The Fire Within,NA, 28 Jun 2013,Deck 13,Deck 13
app_2370,HeXen: Deathkings of the Dark Citadel,NA, 1 Jan 1996,Raven Software,Raven Software
app_23700,Puzzle Kingdoms,NA, 16 Apr 2009,Infinite Interactive,Infinite Interactive
app_237010,Sanctum 2: Britech Skin Pack,NA, 7 Aug 2013,Coffee Stain Studios,Coffee Stain Studios
app_237030,Sanctum 2: Road to Elysion,NA, 26 Jun 2013,Coffee Stain Studios,Coffee Stain Studios
app_237050,Sanctum 2: Ruins of Brightholme,NA, 5 Sep 2013,Coffee Stain Studios,Coffee Stain Studios
app_237070,Sanctum 2: The Pursuit,NA, 25 Oct 2013,Coffee Stain Studios,Coffee Stain Studios
app_237090,Sanctum 2: The Last Stand,NA, 12 Dec 2013,Coffee Stain Studios,Coffee Stain Studios
app_237190,Sanctum 2 Season Pass,NA, 15 May 2013,Coffee Stain Studios,Coffee Stain Studios
app_237350,Frozen Cortex,NA, 10 Mar 2014,Mode 7,Mode 7
app_237370,PlayClaw - Game Video Recorder,NA, 10 Sep 2013,null,Mode 7
app_237430,Expeditions: Conquistador,77, 30 May 2013,Logic Artists,Logic Artists
app_237470,Battle Worlds: Kronos,71, 4 Nov 2013,KING Art Games,KING Art Games
app_237570,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,NA, 7 Jun 2013,Zeboyd Games,Zeboyd Games
app_237590,R.I.P.D.: The Game,NA, 16 Jul 2013,Old School Games,Old School Games
app_237630,DuckTales: Remastered,66, 13 Aug 2013,WayForward,WayForward
app_237680,Star Trek Online: Legacy Pack,NA, 21 May 2013,Cryptic Studios,Cryptic Studios
app_237700,Star Trek Online: Romulan Starter Pack,NA, 21 May 2013,Cryptic Studios,Cryptic Studios
app_237740,Angry Video Game Nerd Adventures,77, 20 Sep 2013,FreakZone Games,FreakZone Games
app_237760,Intake,NA, 5 Nov 2013,Cipher Prime Studios,Cipher Prime Studios
app_237870,Planet Explorers,NA, 11 Mar 2014,Pathea Games,Pathea Games
app_237890,Agarest: Generations of War,45, 4 Feb 2014,Idea Factory,Idea Factory
app_237930,Transistor,83, 20 May 2014,Supergiant Games,Supergiant Games
app_237950,UFO: Afterlight,71, 8 Feb 2007,Altar Games,Altar Games
app_237970,Memento Mori 2,65, 13 May 2014,Centauri Production,Centauri Production
app_237990,The Banner Saga,80, 14 Jan 2014,Stoic,Stoic
app_238010,Deus Ex: Human Revolution - Director's Cut,91, 25 Oct 2013,Eidos MontrealFeral Interactive (Mac),Eidos MontrealFeral Interactive (Mac)
app_238050,The Apogee Throwback Pack,NA, 1 Jul 2013,Interceptor Entertainment,Interceptor Entertainment
app_238090,Sniper Elite 3,NA, 27 Jun 2014,Rebellion,Rebellion
app_238210,System Shock 2,92, 11 Aug 1999,Irrational GamesLooking Glass Studios,Irrational GamesLooking Glass Studios
app_238230,Dungeon Defenders - The Tinkerer's Lab Mission Pack,NA, 26 Jun 2013,Trendy Entertainment,Trendy Entertainment
app_238240,Edge of Space,NA, 28 Jun 2013,Handyman Studios,Handyman Studios
app_238270,Pinball Arcade: Season One Table Pack,NA, 12 Nov 2013,FarSight Studios,FarSight Studios
app_238271,Pinball Arcade: Season One Pro Pack,NA, 12 Nov 2013,FarSight Studios,FarSight Studios
app_238272,Pinball Arcade: Season Two Table Pack,NA, 12 Nov 2013,FarSight Studios,FarSight Studios
app_238273,Pinball Arcade: Season Two Pro Pack,NA, 12 Nov 2013,FarSight Studios,FarSight Studios
app_238280,Legend of Dungeon,62, 13 Sep 2013,null,FarSight Studios
app_238300,Saints Row IV: Commander-In-Chief Pack,NA, 25 Sep 2013,Deep Silver Volition,Deep Silver Volition
app_238301,Saints Row IV: Volition Comics Pack,NA, 25 Sep 2013,Deep Silver Volition,Deep Silver Volition
app_238302,Saints Row IV: Season Pass,NA, 19 Aug 2013,Deep Silver Volition,Deep Silver Volition
app_238303,Saints Row IV - The Rectifier,NA, 11 Feb 2014,Deep Silver Volition,Deep Silver Volition
app_238304,Saints Row IV: The Executive Privilege Pack,NA, 22 Aug 2013,Deep Silver Volition,Deep Silver Volition
app_238320,Outlast,80, 4 Sep 2013,Red Barrels,Red Barrels
app_238430,Contagion,62, 25 Oct 2013,Monochrome LLC,Monochrome LLC
app_238450,Sword of the Stars: The Pit - Mind Games,69,null,Kerberos Productions Inc.,Kerberos Productions Inc.
app_238460,BattleBlock Theater,85, 15 May 2014,The Behemoth,The Behemoth
app_238530,Super Puzzle Platformer Deluxe,NA, 24 May 2013,Andrew Morrish,Andrew Morrish
app_238570,Super House of Dead Ninjas: True Ninja Pack,NA, 6 Aug 2013,Megadev,Megadev
app_238630,Fist Puncher,73, 21 Jun 2013,Team2Bit,Team2Bit
app_238710,Substance Designer,NA, 6 Jun 2013,Allegorithmic,Allegorithmic
app_238750,Might & Magic X - Legacy,70, 23 Jan 2014,Ubisoft,Ubisoft
app_238870,Citadels,NA, 25 Jul 2013,Games Distillery s.r.o.,Games Distillery s.r.o.
app_238890,Skyward Collapse,64, 23 May 2013,"Arcen Games, LLC","Arcen Games, LLC"
app_238900,Skyward Collapse: Nihon no Mura,NA, 27 Aug 2013,"Arcen Games, LLC","Arcen Games, LLC"
app_238910,Bionic Dues,71, 8 Oct 2013,"Arcen Games, LLC","Arcen Games, LLC"
app_238930,7 Grand Steps: What Ancients Begat,NA, 7 Jun 2013,Mousechief,Mousechief
app_238950,AI War: Vengeance Of The Machine,NA, 17 Jun 2013,"Arcen Games, LLC","Arcen Games, LLC"
app_238991,Trainz Simulator DLC: Nickel Plate High Speed Freight Set,NA, 24 Jan 2014,N3V Games,N3V Games
